Planet 1
Position History (x, y, z)
0.3652388797023075, -1.2488272459496004, 0.0
0.4887693628226277, -1.2612441061129491, 0.0
0.6064540536185419, -1.258576105341905, 0.0
0.7175556453230946, -1.2422460925431322, 0.0
0.821463508154749, -1.2134620814071533, 0.0
0.9176438920775237, -1.1732630028607893, 0.0
1.0056049241004603, -1.1225549202190346, 0.0
1.0848706999224216, -1.0621402743563135, 0.0
1.1549608743411, -0.992742213015001, 0.0
1.2153733671126534, -0.915025675032946, 0.0
1.265568496556592, -0.8296166650805744, 0.0
1.3049532354267037, -0.73712106895895, 0.0
1.3328644635221203, -0.6381444349713726, 0.0
1.3485501304237233, -0.5333144195635611, 0.0
1.3511471758234939, -0.4233081434250002, 0.0
1.3396549156267727, -0.30888767639369075, 0.0
1.3129024450823903, -0.19094853965877503, 0.0
1.2695085783332147, -0.07058898505758415, 0.0
1.2078333243537929, 0.05078718228894244, 0.0
1.1259219432656198, 0.17131258003259653, 0.0
1.0214491005130384, 0.2884053261706505, 0.0
0.8916894781211013, 0.3983585500950334, 0.0
0.7335948167077408, 0.49565344237220044, 0.0
0.5442092343378324, 0.5718069225085212, 0.0
0.3220743635477521, 0.6135507644599533, 0.0
0.07128724507292122, 0.6007127313139673, 0.0
-0.1890323472723271, 0.5075482433622968, 0.0
-0.41413170319449066, 0.3198198058270808, 0.0
-0.553662266437893, 0.06601118923736748, 0.0
-0.5986544852807709, -0.1990675610851313, 0.0
-0.5730779027685367, -0.44067952268758326, 0.0
-0.502603911114192, -0.6477661540239479, 0.0
-0.4051370929776198, -0.8200634915372247, 0.0
-0.2920000381993942, -0.9606414479772827, 0.0
-0.17032388050524588, -1.0731266995366093, 0.0
-0.04471766989344114, -1.1608505101738833, 0.0
0.08173279103150174, -1.2266580337031279, 0.0
0.20688122262810818, -1.2729242711140019, 0.0
0.3291746151498816, -1.3016235240908078, 0.0
0.4474420605519387, -1.3144032417888205, 0.0
0.5607617586873804, -1.3126483818094563, 0.0
0.6683743417003205, -1.2975340382239657, 0.0
0.7696242781236208, -1.2700676231550851, 0.0
0.8639186078504544, -1.2311226816680656, 0.0
0.9506964608229359, -1.1814663477887062, 0.0
1.0294052162312068, -1.1217821677447155, 0.0
1.0994805524682763, -1.0526897481167494, 0.0
1.1603284429861895, -0.9747625040636739, 0.0
1.2113075985289241, -0.8885447123275392, 0.0
1.2517110662349884, -0.7945691364317996, 0.0
1.2807457364116825, -0.6933767243566145, 0.0
1.2975084108068111, -0.585540353454076, 0.0
1.3009568686564377, -0.4716954468681336, 0.0
1.2898740503462018, -0.35258175559662286, 0.0
1.2628231325207768, -0.2291031439436666, 0.0
1.2180911203951645, -0.10241668345982899, 0.0
1.1536193227791605, 0.02592962991509029, 0.0
1.0669227175882552, 0.1537765657377455, 0.0
0.9550126076309727, 0.2779896563178058, 0.0
0.8143752413426731, 0.3938409332613584, 0.0
0.641173785387577, 0.49394418884029034, 0.0
0.43217670653493334, 0.5664718558094721, 0.0
0.18781272003531407, 0.5926433097824453, 0.0
-0.07968838646450471, 0.5458064066998849, 0.0
-0.333133750911729, 0.4027003326143832, 0.0
-0.5175017741053791, 0.17609384004124845, 0.0
-0.6080917413527469, -0.08242149518068864, 0.0
-0.6207900919097451, -0.330378165037745, 0.0
-0.5806513486364393, -0.5502147275514705, 0.0
-0.5069360335600714, -0.7382342413020156, 0.0
-0.41232807314814074, -0.8958281390687087, 0.0
-0.3049946304602343, -1.0257742762028896, 0.0
-0.19029518515251875, -1.1309464960715934, 0.0
-0.07186154958961327, -1.2139258611645622, 0.0
0.047754924843932664, -1.2769240190853384, 0.0
0.16669392849909098, -1.321806913039247, 0.0
0.2835464329186246, -1.35014465885528, 0.0
0.3972026237806331, -1.3632625976018555, 0.0
0.5067522663637929, -1.3622860977085125, 0.0
0.6114171102671052, -1.348177846823395, 0.0
0.7105032325350281, -1.3217683922734769, 0.0
0.8033659140566182, -1.283781213333153, 0.0
0.88938235022006, -1.2348536271818742, 0.0
0.9679290759034298, -1.1755547154140662, 0.0
1.0383619039166878, -1.1064013506336559, 0.0
1.0999966898308482, -1.0278733612178759, 0.0
1.1520894829340478, -0.9404289315565724, 0.0

